Place,Phone,Website,Address,City,ZIP,LAT,LON,Type
"Highway Brewing Co., The",(989) 701-2740,www.highwaybrewingco.com,"209 W. Houghton Ave.,  West Branch, MI 48661",West Branch, 48661,44.276352,-84.237516,1
Douglas Valley,,,5375 Douglas Valley Drive,Manistee,49660,44.318618,-86.224258,2
Douglas Valley ,,http://www.douglasvalley.net/,, Manistee,,44.330804,-86.026204,4
Northern Natural Cider House & Winery ,,http://www.northernnaturalwinery.com/,, Kaleva,,44.373337,-86.01036,4
Valley Mist Vineyards,,,2742 Townline Road,Rose City,48654,44.414259,-84.126612,2
Wiltse’s Brew Pub and Family Rest.,(517) 739-2231,wiltsebrewpub.com,"5606 North F 41 Oscoda, MI 48750",Oscoda, 48750,44.422917,-83.550866,1
Rose Valley Winery,,,3039 Beechwood Road,Rose City,48654,44.42885,-84.106434,2
Northern Natural Winery,,,3020 Benzie Highway,Benzonia,49616,44.588097,-86.099457,2
St. Ambrose Cellars,,,971 South Pioneer Road,Beulah,49617,44.617024,-85.998387,2
St. Ambrose Cellars,(231) 383-4262,www.stambrose-mead-wine.com,"841 South Pioneer Road Beulah, MI 49617",Beulah, 49617,44.617935,-85.998228,1
"St. Ambrose Cellars, Bulah",,www.stambrose-mead-wine.com,841 S. Pioneer Rd. Beulah,Beulah,49617,44.617935,-85.998228,3
Five Shores Brewing,(231) 383-4400,fiveshoresbrewing.com,"63 S Benzie Blvd Beulah, MI 49617",Beulah, 49617,44.631384,-86.092352,1
St. Ambrose Cellars ,,https://www.stambrose-mead-wine.com/,, Beulah,,44.631944,-86.090924,4
Stormcloud Brewery & Parkview Taproom,(231) 352-0118,`,"366 Parkview Lane Frankfort, MI 49635",Frankfort, 49635,44.634251,-86.222325,1
Alcona Brew Haus,(989) 724-6338,https://www.facebook.com/alconabrew/,"676 North US-23 Harrisville, MI 48740",Harrisville, 48740,44.636905,-83.307117,1
Paddle Hard Microbrewery,(989) 745-6388,www.paddlehardbrewing.com,"118 East Michigan Ave. Grayling, MI 49738",Grayling, 49738,44.661302,-84.714769,1
Paddle Hard Brewing,(989) 745-6388,www.paddlehardbrewing.com,"227 E. Michigan Ave Grayling, MI 49738",Grayling, 49738,44.661797,-84.714412,1
Rolling Oak Brewing Company,(989) 745-6280,`,"509 Norway Street Grayling, MI 49738",Grayling, 49738,44.661973,-84.716795,1
Dead Bear Brewing Company,(989) 745-6289,www.mainstreamsteakandribs.com,"2552 S 1-75 Business Loop Grayling, MI 49738",Grayling, 49738,44.691621,-84.718104,1
Brewery Terra Firma,(231) 929-1600,BreweryTerrraFirma.com,"2959 Hartman Road Traverse City, MI 49685",Traverse City, 49685,44.715099,-85.635106,1
Grand Traverse Distillery,,,781 Industrial Circle,Traverse City,49686,44.721971,-85.558589,2
Lake Ann Brewing Company,(231) 640-2327,www.lakeannbrewing.com,"6535 First Street Lake Ann, MI 49650",Lake Ann, 49650,44.724149,-85.843069,1
Fresh Coast Beer Works & Ubrew Homebrew Supply,(231) 943-2016,ubrew.cc/homebrew,"3054 Cass Road, Unit F Traverse City, MI 49684",Traverse City, 49684,44.730425,-85.625634,1
Right Brain Brewery,(231) 944-1239,rightbrainbrewery.com,"225 East 16th Street Traverse City, MI 49684",Traverse City, 49684,44.74919,-85.624845,1
Traverse City Whiskey Co.,,,201 E 14th Street,Traverse City,49684,44.751621,-85.620871,2
Earthen Ales,(231) 252-4270,earthenales.com,"1371 Gray Drive,?Suite 200 Traverse City, MI 49684",Traverse City, 49684,44.755294,-85.645425,1
Left Foot Charley,,,806 Red Drive,Traverse City,49684,44.756288,-85.645216,2
Filling Station Microbrewery,(231) 946-8168,thefillingstationmicrobrewery.com,"642 Railroad Place Traverse City, MI 49686",Traverse City, 49686,44.758096,-85.609476,1
Silver Spruce Brewing Company,(231) 252-3552,http://www.silversprucebrewing.com,"439 E Eighth Street Traverse City, MI 49686",Traverse City, 49686,44.759663,-85.614024,1
Rare Bird Brewpub,(231) 943-2053,www.rarebirdbrewpub.com,"229 Lake Avenue Traverse City, MI 49684",Traverse City, 49684,44.75978,-85.619323,1
Bowers Harbor Vineyards ,,https://www.bowersharbor.com/,, Traverse City,,44.760644,-85.61653,4
Cherry Republic ,,http://www.cherryrepublic.com/,, Traverse City,,44.760644,-85.61653,4
Left Foot Charley ,,http://www.leftfootcharley.com/,, Traverse City,,44.760644,-85.61653,4
Nomad Cidery ,,https://www.facebook.com/Nomad-Cidery-465099406982082/,, Traverse City,,44.760644,-85.61653,4
Taproot Cider House,,http://www.taproottc.com/,,Traverse City,,44.760644,-85.61653,4
MiddleCoast Brewing Company,(231) 943-2739,www.monkeyfistbrewingco.com,"329 E. State Street Traverse City, MI 49684",Traverse City, 49684,44.763118,-85.616878,1
Acoustic Draft Mead,,www.drinkacoustic.com,119 N S Maple St,Traverse City,49684,44.76317,-85.6328,3
Workshop Brewing Company (at The Coin Slot),(231) 642-5661, .com/workshopkegstand,"346 East Front Street Traverse City, MI 49684",Traverse City, 49684,44.763917,-85.616265,1
Mackinaw Brewing Company,(231) 933-1100,mackinawbrewing.com,"161East Front St. Traverse City , MI 49684",Traverse City , 49684,44.764044,-85.623812,1
North Peak Brewing Company,(231) 941-9325,northpeak.net,"400 W. Front St. Traverse City, MI 49684",Traverse City, 49684,44.764316,-85.628543,1
"Workshop Brewing Company, The",(570) 872-4957,traversecityworkshop.com,"221 Garland St, Suite A  Traverse City, MI 49684",Traverse City, 49684,44.765271,-85.626044,1
Townline Ciderworks ,,https://www.facebook.com/TownlineCider/,, Williamsburg,,44.773614,-85.403956,4
Bel Lago Winery ,,http://bellago.com/,, Cedar,,44.847777,-85.79564,4
Big Cat Brewing Company,(231) 228-2282,`,"8699 S Good Harbor Trail Cedar, MI 49621",Cedar, 49621,44.852473,-85.792341,1
Bonobo Winery,,,12011 Center Road,Traverse City,49686,44.861988,-85.520645,2
Chateau Grand Traverse,,,12239 Center Road,Traverse City,49686,44.864881,-85.519993,2
Jolly Pumpkin Old Mission,(231) 223-4333,jollypumpkin.com,"13512 Peninsula Dr Traverse City, MI 49686",Traverse City, 49686,44.886151,-85.528622,1
Bowers Harbor Vineyards,,,2896 Bowers Harbor Road,Traverse City,49686,44.892538,-85.515774,2
Cherry Public House (in Cherry Republic),(231) 334-3150,`,"6026 South Lake Street Glen Arbor, MI 49636",Glen Arbor, 49636,44.89709,-85.988986,1
Cherry Republic,,,6026 S. Lake Street,Glen Arbor,49636,44.89709,-85.988986,2
Ethanology Spirits,,,127 Ames Street,Elk Rapids,49629,44.900801,-85.407788,2
Willow Vineyard,,,10702 E Hilltop Road,Suttons Bay,49682,44.906728,-85.644019,2
Ciccone Vineyard & Winery,,,10343 East Hilltop Road,Suttons Bay,49682,44.906851,-85.650249,2
Black Star Farms,,,10844 E. Revold Road,Suttons Bay,49682,44.935797,-85.633652,2
Brengman Brothers,,,9720 South Center Highway,Traverse City,49684,44.956255,-85.654222,2
Bee Well Meadery-Bellaire,,www.beewellmeadery.com,116 N Bridge St,Bellaire,49615,44.975681,-85.209891,3
Short's Brewing Company-Pub,(231) 498-2300,shortsbrewing.com,"121 N. Bridge Street (M-88) Bellaire, MI 49615",Bellaire, 49615,44.975972,-85.209928,1
Short's Brewing Company,,,121 N Bridge Street,Bellaire,49615,44.976194,-85.210166,2
bigLITTLE Wines ,,http://www.biglittlewines.com/,, Suttons Bay,,44.976666,-85.650639,4
Black Star Farms ,,http://www.blackstarfarms.com/,, Suttons Bay,,44.976666,-85.650639,4
Chateau de Leelanau ,,http://www.chateaudeleelanau.com/,, Suttons Bay,,44.976666,-85.650639,4
L.Mawby ,,http://lmawby.com/,, Suttons Bay,,44.976666,-85.650639,4
Suttons Bay Ciders ,,http://suttonsbayciders.com/,, Suttons Bay,,44.976666,-85.650639,4
Tandem Ciders ,,http://www.tandemciders.com/,, Suttons Bay,,44.976666,-85.650639,4
Bee Well Meadery ,,http://beewellmeadery.com/,, Bellaire,,44.980282,-85.211173,4
Starcut Ciders ,,http://starcutciders.com/,, Bellaire,,44.980282,-85.211173,4
45 North Vineyard & Winery ,,https://fortyfivenorth.com/,, Lake Leelanau,,44.980832,-85.715085,4
Blustone Vineyards ,,http://www.blustonevineyards.com/,, Lake Leelanau,,44.980832,-85.715085,4
Amoritas Vineyards,,,6701 E Duck Lake Rd. ,Lake Leelanau,49653,44.981221,-85.719484,2
Bee Well meadery,,,3533 S Derenzy Road,Bellaire,49615,44.98342,-85.193062,2
Hop Lot Brewing Company,(231) 866-4445,www.hoplotbrewing.com,"658 S West-Bay Shore Drive Suttons Bay, MI 49682",Suttons Bay, 49682,44.991177,-85.63911,1
Raftshol Vineyards,,,1865 N West Bay Shore Drive,Suttons Bay,49682,45.008755,-85.619994,2
Skipping Stone Cellars,,,5046 S West Bay Shore Drive,Suttons Bay,49682,45.008995,-85.61918,2
Three Fires Wine,,,5046 S W Bay Shore Dr,Suttons Bay,49682,45.008995,-85.61918,2
Aurora Cellars,,,7788 East Horn Road,Lake Leelanau,49653,45.015071,-85.697599,2
Circa Estate Winery,,,7788 E. Horn Road,Lake Leelahau,49653,45.015747,-85.695334,2
Big Buck Brewery,(989) 448-7072,www.bigbuckbrewery.com,"550 S. Wisconsin Ave Gaylord, MI 49735",Gaylord, 49735,45.022337,-84.682619,1
Snowbelt Brewing Company,(989) 448-7077,`,"132 W. Main St. Gaylord , MI 49735",Gaylord , 49735,45.027456,-84.675137,1
Mammoth Distilling,(231) 544-1515, .com/MammothDistilling,"2407 Main Street Central Lake , MI 49622",Central Lake , 49622,45.070323,-85.264238,1
Austin Brothers Beer Company,(989) 340-2300,http://austinbrosbeerco.com/,"821 West Miller Street Alpena, MI 49707",Alpena, 49707,45.075009,-83.434342,1
Gill's Pier Vineyard & Winery,,,5620 N. Manitou Trail,Northport,49670,45.076453,-85.686702,2
Green Bird Organic Cellars & Crows Hard Cider,(231) 386-5636,www.greenbirdcellars.com,"9825 Engles Road Northport, MI 49670",Northport, 49670,45.105938,-85.648234,1
Good Neighbor Organic,,,9825 Engles Road,Northport,49670,45.105938,-85.648234,2
Shorts B.C. Production Facility.,(231) 264-8711,www.shortsbrewing.com/visit-us/production-facility,"211 Industrial Park Drive Elk Rapids, MI 49629",Elk Rapids, 49629,45.108032,-85.360504,1
Stoney Acres Winery (Michigan),,,4268 Truckey Road,Alpena,49707,45.109519,-83.477809,2
Three Bridge Brewing Company,(906) 399-9611,https://m.facebook.com/threebridgebrewing/,"2221 13th Street Menominee, MI 49858",Menominee, 49858,45.119144,-87.618493,1
Motovino Cellars,,,110 Waukazoo Street,Northport,49670,45.129561,-85.616674,2
"Mitten B.C.-Northport, The",(231) 386-1101,www.mittenbrewing.com/northport,"112 West Naganoba Street Northport, MI 49670",Northport, 49670,45.129825,-85.617881,1
Green Bird Cellars ,,http://www.greenbirdcellars.com/,, Northport,,45.131388,-85.616751,4
Stiggs Brewing Company,(231) 497-6100,http://www.stiggsbrewingcompany.com,"112 South Park Street Boyne City, MI 49712",Boyne City, 49712,45.215048,-85.013066,1
Bier's Inwood Brewery,(231) 675-7632,`,"17959 Ferry Rd Charlevoix, MI 49720",Charlevoix, 49720,45.257657,-85.342063,1
Mackinaw Trail Brewing Company (at Mackinaw Trail Winery),(231) 487-1910,`,"3423 US HWY 131 Petoskey, MI 49770",Petoskey, 49770,45.328574,-84.965781,1
Burnt Marshmallow Brewing,(231) 622-4173,www.burtmarshmallow.beer,"3379 Lake Grove Road Petoskey, MI 49770",Petoskey, 49770,45.329461,-85.027154,1
Petoskey Brewing Company,(231) 753-2057,petoskeybrewing.com,"1844 M-119 Petoskey, MI 49770",Petoskey, 49770,45.355915,-84.913255,1
Petoskey Farms Vineyard & Winery,,,3720 Atkins Road,Petoskey,49770,45.363045,-84.942214,2
Mackinaw Trail Winery,,,3423 US 131,Petoskey,49770,45.365099,-84.970899,2
Mackinaw Trail Winery & Brewery ,,http://www.mackinawtrailwinery.com/,, Petoskey,,45.373343,-84.95533,4
Petoskey Brewing ,,http://www.petoskeybrewing.com/,, Petoskey,,45.373343,-84.95533,4
Petoskey Farms Vineyard & Winery ,,https://www.petoskeyfarms.com/,, Petoskey,,45.373343,-84.95533,4
Resort Pike Cidery & Winery ,,https://www.resortpike.com/,, Petoskey,,45.373343,-84.95533,4
Schmohz Brewery-Petoskey (sharing space with Mancino's of Petoskey),(231) 348-3700,www.Schmohz.com,"109 W. Mitchell Street Petoskey , MI 49770",Petoskey , 49770,45.373917,-84.962041,1
Beards Brewery,(231) 753-2221,www.beardsbrewery.com,"215 East Lake Street Petoskey , MI 49770",Petoskey , 49770,45.375338,-84.954258,1
Burt Lake Brewing,(231) 548-1280,seasonsofthenorth.com/burt-lake,"9090 West M-68 Highway Indian River, MI 49749",Indian River, 49749,45.401023,-84.603878,1
Superior State Brewing,(906) 753-6000,https://www.facebook.com/pages/category/Brewery/Superior-State-Brewing-612429075589833/,"207 Railroad Street Stephenson , MI 49887",Stephenson , 49887,45.500386,-87.407871,1
Crooked Vine Vineyard & Winert,,,8370 Lakeview Road,Alanson,49706,45.428461,-84.771505,2
Seasons of the North Winery,,,9090 Michigan 68 Highway,Alanson,49706,45.444071,-84.786698,2
Pleasantview Vineyards,,,6769 Pleasantview Road,Harbor Springs,49740,45.452986,-84.91485,2
Pond Hill Farm Brewery (Tunnel Vision Brewery),(231) 526-3276,`,"5699 South Lake Shore Drive Harbor Springs, MI 49740",Harbor Springs, 49740,45.473287,-85.055871,1
Nicholas's Black River Vineyard & Winery,,,6209 N Black River Road,Cheboygan,49721,45.542848,-84.379316,2
Twisted Roots Cider ,,http://ujhardcider.com/,, Rogers City,,45.607537,-84.469112,4
Cheboygan Brewing Company,(231) 268-3218,www.cheboyganbrewing.com,"101 N. Main Street Cheboygan, MI 49721",Cheboygan, 49721,45.64847,-84.47341,1
Northern Sun Winery,,,983 10th Road,Bark River,49807,45.681293,-87.321758,2
Upper Hand Brewing Company,(906) 233-5005,www.upperhandbrewery.com,"3525 Airport Escanaba, MI 49829",Escanaba, 49829,45.716428,-87.097528,1
Hereford & Hops Rest. & Brewpub #1,(906) 789-1945,herefordandhops.com,"624 Ludington St. Escanaba, MI 49829",Escanaba, 49829,45.745896,-87.056457,1
Whiskey Point Brewing Company,(231) 448-2112,www.whiskeypointbrewing.com,"38230 Michigan Ave. Beaver Island, MI 49782",Beaver Island, 49782,45.749677,-85.509234,1
Threefold Vine Winery,,,5856 Nn Road,Garden,49835,45.760039,-86.564344,2
Biére De Mac Brew Works,(231) 427-7007,bieredemac.com,"14277 Mackinaw Hwy Mackinaw City, MI 49701",Mackinaw City, 49701,45.768799,-84.732097,1
Rusted Spoke Brewing Company,(231) 463-5773,`,"810 S Huron Ave Mackinaw City, MI 49701",Mackinaw City, 49701,45.770828,-84.727099,1
Garden Bay Winery,,,15640 18th Road,Garden,49835,45.795125,-86.557855,2
51st State Brewing Company,(812) 660-1022,www.51ststatebrewingco.com,"115 Harding Ave  Kingsford , MI 49802",Kingsford , 49802,45.808408,-88.08819,1
Mackinaw Trail Winery & B.C.,(906) 341-2303,www.MackinawTrailWinery.com,"103 W. Lakeshore Manistique, MI 49854",Manistique, 49854,45.952895,-86.252327,1
Les Cheneaux Distillers,(906) 484-1213,`,"172 S. Meridian Street  Cedarville, MI 49719",Cedarville, 49719,45.997236,-84.363012,1
Alpha Michigan Brewing Company,(906) 875-6332,alphabrewingco.com,"303 East Center Street Alpha, MI",Alpha, 49920,46.047202,-88.376568,1
Keweenaw B.C. Canning and Brewing Facility only,(906) 482-1937,`,"10th Fourth Street South Range, MI 49963",South Range, 49963,46.079066,-88.631185,1
"Blackrocks Brewery, The",(906) 273-1333,www.blackrocksbrewery.com,"424 N. Third Street Marquette, MI 49855",Marquette, 49855,46.408473,-87.977151,1
East Channel Brewing Company,(906) 387-3007,https://www. .com/EastChannelBrew/,"209 Maple Street Munising, MI 49862",Munising, 49862,46.409341,-86.654525,1
BY George Brewing Company,(616) 234-3700,https://www.bygeorgebrewing.com/?fbclid=IwAR1sJ5VW7w2Mm9gthoERVo0tOyIVo1orBvd1hGEIrJDeJWcDLulcvX5cNvM,"231 E Superior St  Munising, MI 49862",Munising, 49862,46.409777,-86.652762,1
Shooters Firehouse Brewery,(906) 387-3540,shootersbrewpub.com,"408 MIll Street Munsing, MI 49862",Munsing, 49862,46.417663,-86.664182,1
Cold Iron Brewing,(206) 714-9242,`,"104 South Lowell Street Ironwood, MI 49938",Ironwood, 49938,46.454623,-90.169849,1
Cognition Brewing Company,(906) 204-2724,cognitionbrewingcompany.com,"113 Canada Street Ishpeming, MI 49849",Ishpeming, 49849,46.490813,-87.668949,1
Lake Superior Smokehouse Brewpub,(908) 273-0952,`,"200 W. Main St. Harvey , MI 49855",Harvey , 49855,46.497,-87.355818,1
1668 Winery & Lockside Brewery,(906) 259-5035,http://1668winery.com/,"100 West Portage Sault St. Marie , MI 49783",Sault St. Marie , 49783,46.500243,-84.345948,1
Soo Brewing Company,(906) 632-4400,www.soobrew.com,"223 W. Portage Avenue Sault Ste. Marie, MI 49783",Sault Ste. Marie, 49783,46.500934,-84.348314,1
Jasper Ridge Brewery,(906) 485-6017,jasperridgebrewery.com,"1075 Country Lane Ishpeming, MI 49849",Ishpeming, 49849,46.501482,-87.679148,1
Karls Cuisine Winery & Brewery,(906) 253-1900,www.karlscuisine.com,"447 W Portage Ave. Sault Sainte Marie, MI 49783",Sault Sainte Marie, 49783,46.501638,-84.354303,1
Drifa Brewing Company,(906) 273-1300,www. .com/Marquettebrewingcooperative,"501 S. Lake St. Marquette , MI 49055",Marquette , 49055,46.505533,-87.606647,1
Ore Dock Brewing Company,(906) 228-8888,www.ore-dock.com,"114 W Spring Street Marquette, MI 49855",Marquette, 49855,46.541891,-87.393886,1
"Vierling Rest. & Marquette Harbor Brewery, The",(906) 228-3533,thevierling.com,"119 S. Front St Marquette, MI 49855",Marquette, 49855,46.542559,-87.392895,1
barrel + beam,(906) 273-2559,barrelandbeam.com,"260 Northwoods Road Marquette, MI 49855",Marquette, 49855,46.54578,-87.472217,1
Superior Culture,(906) 273-0927,www.superiorculturemqt.com,"717 N. 3'rd Street Marquette, MI 49855",Marquette, 49855,46.549428,-87.39488,1
Old Nation Brewing Company,(517) 655-1308,www.oldnationbrewing.com,"1500 Grand River Ave Williamston , MI 49855",Williamston , 49855,46.560525,-87.429401,1
Tahquamenon Falls Brewery & Pub,(906) 492-3300,www.tahquamenonfallsbrewery.com,"M-123  Paradise, MI 49768",Paradise, 49768,46.616789,-85.136536,1
Lake Superior Brewing Company,(906) 494-,grandmaraismichigan.com/LSBC/index.html,"N14283 Lake Ave. Grand Marais , MI 49839",Grand Marais , 49839,46.671964,-85.985189,1
Algomah Acres Honey House Meadery,,www.algomahacres.publishpath.com,611 Plank Rd,Greenland,49929,46.779708,-89.092785,3
Carrousel Winery,,,21 Trimountain Avenue,South Range,49963,47.069713,-88.640331,2
Keweenaw Brewing Company,(906) 482-5596,www.Keweenawbrewing.com,"408 Shelden Ave.Houghton, MI 49931",Houghton, 49931,47.121986,-88.568773,1
"Library Restaurant & Brew, The Pub",(906) 487-5882,https://www. .com/pages/The-Library-Restaurant-Brew-Pub/114513525239518,"62 Isle Royale Street Houghton, MI 49931",Houghton, 49931,47.122159,-88.567011,1
Gitche Gumee Cider Works ,,http://www.gitchegumeeciderworks.com/,, Hancock,,47.126871,-88.580956,4
Red Jacket Brewing Company,(906) 337-1910,michiganhousecafe.com,"300 6’th St. Calumet, MI 49913",Calumet, 49913,47.246452,-88.453525,1
Brickside Brewery,(906) 289-4772,www.bricksidebrewery.com,"64 Gratiot Street Copper Harbor, MI 49918",Copper Harbor, 49918,47.467526,-87.886341,1
